SystemID,StreetName,HouseNumber,UnitNumber,ContainerSize,ContainerType,RFID,TicketStatus,ServiceType,DateTime,UserName,Latitude,Longitude,BrokenComponent,BrokenComments
31072,GREGORY DR,37693,,96 Gallon,Recycling,130214041422000213638656,COMPLETED,96DEL,2/22/2013 14:46,jbennett,42.571071,-83.019439,,
31071,GREGORY DR,37654,,96 Gallon,Recycling,130214130756000213841219,COMPLETED,96DEL,2/22/2013 14:46,jbennett,42.570752,-83.019406,,
31026,GORDON DR,3446,,96 Gallon,Recycling,130213103347000213840341,COMPLETED,96DEL,2/22/2013 14:46,jbennett,42.562819,-83.075131,,
31025,GOLDBERG DR,43700,,96 Gallon,Recycling,130208165014000213001982,COMPLETED,96DEL,2/22/2013 14:45,jbennett,42.615382,-83.003021,,
31024,GOLDBERG DR,43632,,96 Gallon,Recycling,130214003806000213840805,COMPLETED,96DEL,2/22/2013 14:44,jbennett,42.614912,-83.003003,,
31023,GOLDBERG DR,43621,,96 Gallon,Recycling,130213235918000213840783,COMPLETED,96DEL,2/22/2013 14:43,jbennett,42.614829,-83.003016,,
31022,GOLDBERG DR,43609,,96 Gallon,Recycling,130214003943000213840806,COMPLETED,96DEL,2/22/2013 14:40,jbennett,42.614746,-83.003012,,
31021,GOLDBERG DR,43441,,96 Gallon,Recycling,130214004836000213840811,COMPLETED,96DEL,2/22/2013 14:39,jbennett,42.613584,-83.002968,,
31020,GOLDBERG DR,43404,,96 Gallon,Recycling,130214004630000213840810,COMPLETED,96DEL,2/22/2013 14:36,jbennett,42.613336,-83.002942,,
31019,GOLDBERG DR,43156,,96 Gallon,Recycling,130208165404000213001975,COMPLETED,96DEL,2/22/2013 14:35,jbennett,42.611218,-83.002852,,
31018,GOLDBERG DR,43067,,96 Gallon,Recycling,130208165451000213001985,COMPLETED,96DEL,2/22/2013 14:35,jbennett,42.610728,-83.002854,,
31017,GOLDBERG DR,43066,,96 Gallon,Recycling,130208165631000213001987,COMPLETED,96DEL,2/22/2013 14:33,jbennett,42.610728,-83.002838,,
31016,GOFF AVE,6038,,96 Gallon,Recycling,130207151101000213705168,COMPLETED,96DEL,2/22/2013 14:42,jbennett,42.614284,-83.049106,,
31015,GOFF AVE,6026,,96 Gallon,Recycling,130214184531000213841409,COMPLETED,96DEL,2/22/2013 14:31,jbennett,42.61428,-83.049261,,
31014,GLOUCESTER DR,4251,,96 Gallon,Recycling,130216101028000213080689,COMPLETED,96DEL,2/22/2013 14:30,jbennett,42.575068,-83.067598,,
31013,GLOUCESTER DR,4238,,96 Gallon,Recycling,130216100846000213080688,COMPLETED,96DEL,2/22/2013 14:29,jbennett,42.575048,-83.067727,,
31012,GLOUCESTER DR,4127,,96 Gallon,Recycling,130208220033000213002110,COMPLETED,96DEL,2/22/2013 14:27,jbennett,42.575027,-83.069011,,
31011,GLOUCESTER DR,4103,,96 Gallon,Recycling,130216100629000213080686,COMPLETED,96DEL,2/22/2013 14:27,jbennett,42.575022,-83.069216,,
31010,GLOUCESTER DR,3629,,96 Gallon,Recycling,130213014805000213830274,COMPLETED,96DEL,2/22/2013 14:23,jbennett,42.575046,-83.071621,,
31009,GLOUCESTER DR,3605,,96 Gallon,Recycling,130214053414000213638701,COMPLETED,96DEL,2/23/2013 14:23,jbennett,42.575028,-83.071987,,
31008,GLOUCESTER DR,3423,,96 Gallon,Recycling,130216002635000213080404,COMPLETED,96DEL,2/24/2013 14:23,jbennett,42.574938,-83.074051,,
31007,GLOUCESTER DR,3386,,96 Gallon,Recycling,130216022726000213080473,COMPLETED,96DEL,2/25/2013 14:23,jbennett,42.574918,-83.074826,,
31006,GLOUCESTER DR,3374,,96 Gallon,Recycling,130216022840000213080474,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.574917,-83.07498,,
31005,GLOUCESTER DR,3353,,96 Gallon,Recycling,130216022952000213080475,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.574929,-83.075263,,
31004,GLOUCESTER DR,3172,,96 Gallon,Recycling,130216023337000213080477,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.57421,-83.07652,,
31003,GLENRIO DR,13967,,96 Gallon,Recycling,130216191621000213080864,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.592997,-82.987519,,
31002,GLENRIO DR,13943,,96 Gallon,Recycling,130216191428000213080863,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.592992,-82.987701,,
31001,GLENRIO DR,13785,,96 Gallon,Recycling,130215155518000213080109,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.592196,-82.988941,,
31000,GLENRIO DR,13772,,96 Gallon,Recycling,130215164007000213080135,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.59206,-82.989044,,
30999,GLENRIO DR,13736,,96 Gallon,Recycling,130215155321000213080108,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.591918,-82.989619,,
30996,GLENGARY CT,33271,,96 Gallon,Recycling,130214024218000213215620,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.538607,-83.064864,,
30995,GLENGARY CT,33257,,96 Gallon,Recycling,130214002819000213215608,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.538559,-83.064863,,
30994,GLENGARY CT,33194,,96 Gallon,Recycling,130214002935000213215610,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.538147,-83.064848,,
30993,GLENGARY CT,33187,,96 Gallon,Recycling,130214002516000213215607,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.538101,-83.064866,,
30992,GLENGARY CT,33166,,96 Gallon,Recycling,130214003020000213215611,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.537986,-83.064855,,
30991,GLENGARY CT,33117,,96 Gallon,Recycling,130214024042000213215619,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.537698,-83.064883,,
30990,GLENGARY CT,33089,,96 Gallon,Recycling,130214003152000213215612,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.537537,-83.06489,,
30989,GLENBROOK CT,4194,,96 Gallon,Recycling,130216100733000213080687,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.574922,-83.068258,,
30988,GINKGO DR,44032,,96 Gallon,Recycling,130212124018000213637404,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.615467,-83.080223,,
30987,GINGER CT,41151,,96 Gallon,Recycling,0213080522,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.59477,-83.064667,,
30986,GINGER CT,41115,,96 Gallon,Recycling,0213842508,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.594498,-83.064666,,
30985,GINA DR,43248,,96 Gallon,Recycling,130207161847000213705213,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.610255,-83.074273,,
30984,GIBSON DR,44349,,96 Gallon,Recycling,130216073359000213080597,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.620893,-83.005772,,
30983,GIBSON DR,44323,,96 Gallon,Recycling,130213233405000213215577,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.620801,-83.005769,,
30982,GIBSON DR,44299,,96 Gallon,Recycling,130216073233000213080596,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.620337,-83.005743,,
30981,GIBSON DR,44238,,96 Gallon,Recycling,130213232835000213215574,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.619844,-83.005456,,
30980,GIBSON DR,44124,,96 Gallon,Recycling,130213233202000213215576,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.618516,-83.005497,,
30971,GETTYSBURG DR,8560,,96 Gallon,Recycling,130215122144000213841999,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.593922,-83.024447,,
30970,GETTYSBURG DR,8548,,96 Gallon,Recycling,130214143537000213841269,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.593921,-83.0245,,
30969,GETTYSBURG DR,8522,,96 Gallon,Recycling,130215122018000213841998,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.593918,-83.024616,,
30968,GETTYSBURG DR,8515,,96 Gallon,Recycling,130215130043000213842021,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.593933,-83.024651,,
30967,GETTYSBURG DR,8466,,96 Gallon,Recycling,130215121624000213841995,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.593894,-83.025225,,
30963,GENEVIEVE DR,39725,,96 Gallon,Recycling,130212191125000213637580,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.585962,-83.005148,,
30962,GENEVIEVE DR,39713,,96 Gallon,Recycling,130212191240000213637585,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.585733,-83.005369,,
30961,GENEVIEVE DR,39701,,96 Gallon,Recycling,130212191205000213637576,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.585574,-83.005522,,
30960,GEMINI DR,3371,,96 Gallon,Recycling,130207160932000213705207,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.619084,-83.078791,,
30959,GEMINI DR,3150,,96 Gallon,Recycling,130216105808000213080716,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.619003,-83.080149,,
30955,GARY DR,37142,,96 Gallon,Recycling,130216062234000213080557,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.56588,-83.080258,,
30954,GARY DR,37061,,96 Gallon,Recycling,130216055314000213080536,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.565142,-83.079942,,
30953,GARY DR,37053,,96 Gallon,Recycling,130216055502000213080546,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.565142,-83.079729,,
30952,GARRISON DR,2817,,96 Gallon,Recycling,130216040231000213842496,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.574708,-83.081507,,
30946,GARDENIA DR,4324,,96 Gallon,Recycling,130208135451000213001867,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.621118,-83.068679,,
30943,GALE CT,13835,,96 Gallon,Recycling,130216210907000213080913,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.602834,-82.989443,,
30942,GALAXY BLVD,3854,,96 Gallon,Recycling,130214032220000213638627,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.618664,-83.072841,,
30941,GALAXY BLVD,3528,,96 Gallon,Recycling,130208154800000213001896,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.618212,-83.07584,,
30940,GALAXY BLVD,3480,,96 Gallon,Recycling,130214032140000213638626,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.618228,-83.076552,,
30939,GALAXY BLVD,3432,,96 Gallon,Recycling,130207160206000213705202,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.618272,-83.077106,,
30938,GALAXY BLVD,3329,,96 Gallon,Recycling,130208135344000213001868,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.618481,-83.078148,,
30937,GAINSLEY DR,43619,,96 Gallon,Recycling,130214004103000213840807,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.615025,-83.005315,,
30936,GAINSLEY DR,43618,,96 Gallon,Recycling,130214003655000213840804,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.615025,-83.005299,,
30935,GAINSLEY DR,43607,,96 Gallon,Recycling,130213235405000213840780,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.614955,-83.005313,,
30934,GAINSLEY DR,43461,,96 Gallon,Recycling,130208165119000213001984,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.614113,-83.005377,,
30933,GAINSLEY DR,43315,,96 Gallon,Recycling,130208165043000213001983,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.613123,-83.006324,,
30932,GAINSLEY DR,42728,,96 Gallon,Recycling,130214041925000213840925,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.608021,-83.007519,,
30931,GAINSLEY DR,42700,,96 Gallon,Recycling,130214042512000213840928,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.607886,-83.00752,,
30930,GAINSLEY DR,42236,,96 Gallon,Recycling,130212174400000213637533,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.604348,-83.007302,,
30929,GAINSLEY DR,42209,,96 Gallon,Recycling,130214041647000213840923,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.604192,-83.00731,,
30928,GAINSLEY DR,42063,,96 Gallon,Recycling,130212174626000213637536,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.603379,-83.007265,,
30927,GAGE CRESCENT,8144,,96 Gallon,Recycling,0213080446,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.605927,-83.028274,,
30925,FULTON CT,42288,,96 Gallon,Recycling,130213114343000213840378,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.605035,-82.996129,,
30924,FULTON CT,42287,,96 Gallon,Recycling,130213114454000213840379,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.605007,-82.996139,,
30923,FRINGE DR,38088,,96 Gallon,Recycling,130216040444000213080530,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.57276,-83.073257,,
30922,FREEPORT DR,42952,,96 Gallon,Recycling,130216174957000213080815,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.610081,-82.98735,,
30921,FREEPORT DR,42838,,96 Gallon,Recycling,130216173724000213080807,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.609233,-82.987254,,
30920,FREEPORT DR,42514,,96 Gallon,Recycling,130216174626000213080813,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.607208,-82.987062,,
30919,FREEPORT DR,43005,,96 Gallon,Recycling,130216210533000213080911,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.610841,-82.9874,,
30918,FREEDOM DR,40823,,96 Gallon,Recycling,130215150630000213080081,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.596119,-82.973793,,
30917,FREEDOM DR,40771,,96 Gallon,Recycling,130215150259000213080079,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.595834,-82.973773,,
30916,FREEDOM DR,40745,,96 Gallon,Recycling,130215150329000213842090,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.595377,-82.973748,,
30915,FREEDOM DR,40731,,96 Gallon,Recycling,130215152744000213842104,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.595227,-82.97374,,
30914,FREEDOM DR,40718,,96 Gallon,Recycling,130215105703000213841955,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.595098,-82.973717,,
30913,FREEDOM DR,40717,,96 Gallon,Recycling,130215132727000213080053,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.595077,-82.973732,,
30912,FREEDOM DR,40702,,96 Gallon,Recycling,130215145741000213080075,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.594926,-82.973708,,
30911,FREDRICK DR,5154,,96 Gallon,Recycling,130215235932000213842392,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.582217,-83.057659,,
30910,FRASER DR,40034,,96 Gallon,Recycling,130212182036000213637554,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.585615,-83.055735,,
30909,FRASER DR,39974,,96 Gallon,Recycling,130214171635000213639086,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.585105,-83.055834,,
30896,FOXHILL DR,5111,,96 Gallon,Recycling,130207125829000213705105,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.572233,-83.056785,,
30895,FOXHILL DR,4462,,96 Gallon,Recycling,130214182538000213841397,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.57199,-83.0649,,
30894,FOXHILL DR,2924,,96 Gallon,Recycling,130214135645000213841247,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.571102,-83.079222,,
30855,FORTNER DR,43624,,96 Gallon,Recycling,130213231549000213215570,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.61474,-83.010868,,
30854,FORTNER DR,43621,,96 Gallon,Recycling,130207131850000213705118,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.614718,-83.010883,,
30853,FORTNER DR,43430,,96 Gallon,Recycling,130207131946000213705119,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.613695,-83.010815,,
30852,FORTNER DR,43289,,96 Gallon,Recycling,130207132058000213705120,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.612929,-83.010846,,
30851,FORTNER DR,43267,,96 Gallon,Recycling,130213234543000213215584,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.612819,-83.010857,,
30850,FORTNER DR,43149,,96 Gallon,Recycling,130213231425000213215569,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.611464,-83.011172,,
30849,FORTNER DR,43101,,96 Gallon,Recycling,130213231321000213215568,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.610975,-83.011387,,
30848,FORTNER DR,42765,,96 Gallon,Recycling,130213110613000213638110,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.608546,-83.011359,,
30847,FORTNER DR,42741,,96 Gallon,Recycling,130214111702000213215801,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.608338,-83.01135,,
30846,FORTNER DR,42729,,96 Gallon,Recycling,130213110658000213638111,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.608234,-83.011346,,
30845,FORTNER DR,42728,,96 Gallon,Recycling,130214093759000213638834,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.607862,-83.011313,,
30844,FORTNER DR,42716,,96 Gallon,Recycling,130214094439000213638841,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.607792,-83.01131,,
30843,FORTNER DR,42637,,96 Gallon,Recycling,130213110449000213638109,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.607437,-83.011311,,
30837,FORMAN DR,34714,,96 Gallon,Recycling,130214042605000213638662,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.547462,-83.076742,,
30836,FORMAN DR,34685,,96 Gallon,Recycling,130214042253000213638660,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.54729,-83.07691,,
30829,FORDWICH DR,40309,,96 Gallon,Recycling,130213032622000213830329,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.588705,-83.082017,,
30828,FORDHAM DR,14985,,96 Gallon,Recycling,130215172322000213080160,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.609689,-82.975283,,
30827,FORDHAM DR,14960,,96 Gallon,Recycling,130215172651000213080162,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.609666,-82.975671,,
30826,FORDHAM DR,14948,,96 Gallon,Recycling,130215152524000213842102,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.609662,-82.975865,,
30825,FORDHAM DR,14925,,96 Gallon,Recycling,130208210532000213002075,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.60967,-82.976253,,
30824,FORDHAM DR,14913,,96 Gallon,Recycling,130215152341000213842101,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.609666,-82.976447,,
30823,FORBES DR,39747,,96 Gallon,Recycling,130214004428000213638539,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.58456,-83.071981,,
30822,FORBES DR,39877,,96 Gallon,Recycling,130213015147000213830277,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.585584,-83.072018,,
30821,FORBES DR,39388,,96 Gallon,Recycling,130216055235000213080532,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.581985,-83.071762,,
30820,FORBES DR,39302,,96 Gallon,Recycling,130216055042000213080535,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.580891,-83.07171,,
30804,FLIS DR,42742,,96 Gallon,Recycling,130216114411000213080743,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.605467,-83.078657,,
30803,FLIS DR,42724,,96 Gallon,Recycling,130216045928000213842527,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.605354,-83.078653,,
30802,FLIS DR,42457,,96 Gallon,Recycling,130216045823000213842526,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.60335,-83.075603,,
30801,FLIS DR,42441,,96 Gallon,Recycling,130216115209000213080747,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.603332,-83.07536,,
30800,FLIS DR,42433,,96 Gallon,Recycling,130216045727000213842525,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.603289,-83.074956,,
30799,FLAUNDERS CT,42951,,96 Gallon,Recycling,130207125149000213705100,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.607538,-83.067862,,
30798,FLAUNDERS CT,42904,,96 Gallon,Recycling,130216084550000213080640,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.606953,-83.067835,,
30797,FLAGSTAFF DR,40952,,96 Gallon,Recycling,130214141806000213841259,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.594632,-83.022624,,
30796,FLAGSTAFF DR,40906,,96 Gallon,Recycling,130215130744000213842025,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.594391,-83.022619,,
30795,FLAGSTAFF DR,40730,,96 Gallon,Recycling,130214142309000213841262,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.593125,-83.022578,,
30794,FLAGSTAFF DR,40709,,96 Gallon,Recycling,130215130227000213842022,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.592857,-83.022584,,
30793,FLAGSTAFF DR,40526,,96 Gallon,Recycling,130215130930000213842026,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.592035,-83.022536,,
30792,FLAGSTAFF DR,40480,,96 Gallon,Recycling,130215121128000213841993,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.591193,-83.022506,,
30791,FLAGSTAFF DR,40405,,96 Gallon,Recycling,130215121723000213841996,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.590386,-83.022496,,
30790,FLAGSTAFF DR,40394,,96 Gallon,Recycling,130215121525000213841994,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.59028,-83.022476,,
30789,FLAGSTAFF DR,40382,,96 Gallon,Recycling,130214143450000213638996,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.590153,-83.022472,,
30788,FLAGSTAFF DR,40345,,96 Gallon,Recycling,130215125901000213842020,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.589746,-83.022447,,
30787,FLAGSTAFF DR,40119,,96 Gallon,Recycling,130215130600000213842024,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.588144,-83.021301,,
30786,FISHER DR,2351,,96 Gallon,Recycling,130214170538000213841352,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.577979,-83.085768,,
30785,FIRESTONE DR,3073,,96 Gallon,Recycling,130220113819000213216294,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.539447,-83.077198,,
30784,FIRESTONE DR,3046,,96 Gallon,Recycling,130203220810000213213798,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.539444,-83.077661,,
30783,FIRESTONE DR,3010,,96 Gallon,Recycling,130213015949000213830280,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.539461,-83.078269,,
30782,FIRESTEEL DR,40890,,96 Gallon,Recycling,130216201346000213080880,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.595688,-82.988849,,
30781,FIRESTEEL DR,40838,,96 Gallon,Recycling,130216201027000213080879,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.595299,-82.989133,,
30780,FIRESTEEL DR,40821,,96 Gallon,Recycling,130216200854000213080878,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.595221,-82.989218,,
30779,FIRESTEEL DR,40802,,96 Gallon,Recycling,130216200403000213080875,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.595111,-82.989272,,
30778,FIRESTEEL DR,40652,,96 Gallon,Recycling,130216192246000213080868,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.594053,-82.990058,,
30777,FIRESTEEL DR,40616,,96 Gallon,Recycling,130216200158000213080874,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.593865,-82.990199,,
30776,FIRESTEEL DR,40477,,96 Gallon,Recycling,130216200710000213080877,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.593088,-82.990519,,
30775,FILLY DR,38655,,96 Gallon,Recycling,130216002514000213080403,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.576002,-83.07456,,
30766,FERRIS DR,4997,,96 Gallon,Recycling,130208221155000213002117,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.569534,-83.058008,,
30765,FERNBROOK CT,13778,,96 Gallon,Recycling,130215142921000213842071,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.604227,-82.989511,,
30764,FELSTONE DR,44241,,96 Gallon,Recycling,130208134825000213001858,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.619805,-83.004327,,
30763,FELSTONE DR,44204,,96 Gallon,Recycling,130216074754000213080606,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.6194,-83.004294,,
30762,FELSTONE DR,44188,,96 Gallon,Recycling,130208134259000213001861,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.619219,-83.004287,,
30761,FELSTONE DR,44169,,96 Gallon,Recycling,130214023104000213840865,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.618994,-83.004293,,
30760,FELSTONE DR,44133,,96 Gallon,Recycling,130208134515000213001865,COMPLETED,96DEL,2/26/2013 14:23,jbennett,42.618717,-83.004006,,
